batch,cell_rmsd_A,convergence_match,distribution,energy_error_eV_per_atom,force_error_eV_per_A,memory_gate_fraction,method,model,neighbor_fraction,neighbor_rebuilds,neighbor_time_s,observed_backend,peak_allocated_GB,peak_reserved_GB,pool,position_rmsd_A,requested_backend,source,speedup_vs_ase,speedup_vs_matscipy,status,step_difference,task,throughput_per_s,validation_passed,velocity_rmsd_A_per_fs,wall_time_s,workload
16,,,H276,2.0593836662898695e-06,0.005152225494384766,0.533477225249948,native_batch,AtomBit,0.059298668392502314,1442,7.809452799081801,"cuda_dense,matscipy",6.487279104,45.355106304,32,2.4613719290069922e-05,auto,runs/direct_backend_frontier/nve/atombit_h276_r32.json,3.9790039252247267,1.0536433481171024,passed,,nve,242.98211889867366,True,6.386305647327379e-06,131.69693368813023,MD-NVE-H276-R32-v1
32,,,H276,3.496805825999099e-06,0.008870720863342285,0.8550386581050976,native_batch,AtomBit,0.040241001313577204,927,4.888374199390417,"cuda_dense,matscipy",12.454510592,72.693579776,32,2.968334776703582e-05,auto,runs/direct_backend_frontier/nve/atombit_h276_r32.json,4.313743981558428,1.0907053946965686,passed,,nve,263.4233774891965,True,6.557539195561218e-06,121.47744936309755,MD-NVE-H276-R32-v1
1,,,H46,,,,ase_b1,AtomBit,0.0,,0.0,,0.154530816,0.559939584,32,,ase,runs/direct_backend_frontier/nve/atombit_h46_r32.json,1.0,,passed,,nve,69.78162859802471,True,,458.57341886265203,MD-NVE-H46-R32-v1
16,,,H46,3.1720037045686142e-06,0.0032044053077697754,0.02629521996192003,native_batch,AtomBit,0.05720968972955685,1251,3.190853601813319,matscipy,1.230965248,2.235564032,32,1.401925195008875e-05,matscipy,runs/direct_backend_frontier/nve/atombit_h46_r32.json,8.22188864962201,1.0,passed,,nve,573.736780122238,True,5.643203880258004e-06,55.77470559440553,MD-NVE-H46-R32-v1
32,,,H46,2.477480010206225e-06,0.0033656954765319824,0.049827715124839085,native_batch,AtomBit,0.07196534205497655,868,3.142074975490573,matscipy,2.364666368,4.23624704,32,1.23375580181509e-05,matscipy,runs/direct_backend_frontier/nve/atombit_h46_r32.json,10.503057120913633,1.0,passed,,nve,732.9204311554338,True,3.92557815958367e-06,43.66094686370343,MD-NVE-H46-R32-v1
16,,,H46,4.457390834095745e-06,0.0029315948486328125,0.02555520439075905,native_batch,AtomBit,0.056914920920086876,1251,3.173491487979888,"cuda_dense,matscipy",1.232537088,2.172649472,32,1.1391804249270505e-05,auto,runs/direct_backend_frontier/nve/atombit_h46_r32.json,8.224275996793574,1.0002903648143757,passed,,nve,573.9033730958986,True,4.087912958762932e-06,55.758515283465385,MD-NVE-H46-R32-v1
32,,,H46,3.7317690567840107e-06,0.002610504627227783,0.049827715124839085,native_batch,AtomBit,0.06723183622751547,868,2.9037720621824286,"cuda_dense,matscipy",2.364666368,4.23624704,32,1.5284352613115388e-05,auto,runs/direct_backend_frontier/nve/atombit_h46_r32.json,10.617476969626116,1.0108939566257003,passed,,nve,740.9048345425305,True,2.6833905587444457e-06,43.190432169009,MD-NVE-H46-R32-v1
1,,,MIX,,,,ase_b1,AtomBit,0.0,,0.0,,0.537895936,0.887095296,32,,ase,runs/direct_backend_frontier/nve/atombit_mix_r32.json,1.0,,passed,,nve,61.76221879427211,True,,518.116101149004,MD-NVE-MIX-R32-v1
16,,,MIX,5.348868984603304e-06,0.024274051189422607,0.051801089981268346,native_batch,AtomBit,0.12470336488061005,1389,11.938569347620003,matscipy,3.7316864,4.4040192,32,5.195940341356448e-05,matscipy,runs/direct_backend_frontier/nve/atombit_mix_r32.json,5.411940018171751,1.0,passed,,nve,334.2534235038006,True,1.1508269563008888e-05,95.73574345046654,MD-NVE-MIX-R32-v1
32,,,MIX,2.4152838665506113e-06,0.005613774061203003,0.09336529789480986,native_batch,AtomBit,0.13471810475036153,897,11.947337682127962,matscipy,7.196781568,7.93772032,32,1.9998935964098953e-05,matscipy,runs/direct_backend_frontier/nve/atombit_mix_r32.json,5.8422739060815,1.0,passed,,nve,360.83179924347235,True,5.2322130400271876e-06,88.6839798130095,MD-NVE-MIX-R32-v1
16,,,MIX,2.087026398451111e-06,0.01128607988357544,0.04854502146816005,native_batch,AtomBit,0.09012098604945949,1389,8.297717726111408,"cuda_dense,matscipy",3.729527808,4.127195136,32,2.871590235987482e-05,auto,runs/direct_backend_frontier/nve/atombit_mix_r32.json,5.6272261198660605,1.0397798388325519,passed,,nve,347.5499708200105,True,6.719724572074557e-06,92.07309074001387,MD-NVE-MIX-R32-v1
32,,,MIX,2.3219896399456523e-06,0.0055367350578308105,0.09388330879462255,native_batch,AtomBit,0.07623114041695281,899,6.314259109616274,"cuda_dense,matscipy",7.196540928,7.981760512,32,2.6796955619461962e-05,auto,runs/direct_backend_frontier/nve/atombit_mix_r32.json,6.25514103449171,1.0706689099222884,passed,,nve,386.33138916130656,True,6.687042749408315e-06,82.83044271776453,MD-NVE-MIX-R32-v1
1,,,H276,,,,ase_b1,MACE-OFF-Small,0.0,,0.0,,0.508911104,0.738197504,32,,ase,runs/direct_backend_frontier/nve/mace_h276_r32.json,1.0,,passed,,nve,46.56241658885448,True,,687.2495532729663,MD-NVE-H276-R32-v1
16,,,H276,6.508713156200837e-09,6.031441746490174e-06,0.10236882067726841,native_batch,MACE-OFF-Small,0.07383220818571094,1472,9.002812766551967,matscipy,6.825296384,8.7031808,32,2.090465137734081e-08,matscipy,runs/direct_backend_frontier/nve/mace_h276_r32.json,5.636144326060455,1.0,passed,,nve,262.43250006493537,True,9.42534980154792e-09,121.93611687608063,MD-NVE-H276-R32-v1
32,,,H276,6.508502258878687e-09,6.031441751819244e-06,0.19092401735953193,native_batch,MACE-OFF-Small,0.07725249453018884,925,8.991773785114283,matscipy,13.517735424,16.23195648,32,2.090464965672271e-08,matscipy,runs/direct_backend_frontier/nve/mace_h276_r32.json,5.904479318973411,1.0,passed,,nve,274.9268257903158,True,9.425349305247945e-09,116.39460757607594,MD-NVE-H276-R32-v1
16,,,H276,6.509134950845138e-09,6.0314456313825815e-06,0.11179168561671818,native_batch,MACE-OFF-Small,0.06818077148616357,1472,8.25087380766869,"cuda_dense,matscipy",6.826045952,9.504292864,32,2.0904651749564762e-08,auto,runs/direct_backend_frontier/nve/mace_h276_r32.json,5.679059677548476,1.0076143102456743,passed,,nve,264.43074253897777,True,9.425348749418498e-09,121.01467360695824,MD-NVE-H276-R32-v1
32,,,H276,6.508713156200837e-09,6.031451331045545e-06,0.2221773416482305,native_batch,MACE-OFF-Small,0.050672241933974474,925,5.7137715787887595,"cuda_dense,matscipy",13.516966912,18.889048064,32,2.0904649148184687e-08,auto,runs/direct_backend_frontier/nve/mace_h276_r32.json,6.0948316103049285,1.0322386244490418,passed,,nve,283.7900884779369,True,9.425349439096993e-09,112.75939963804558,MD-NVE-H276-R32-v1
1,,,H46,,,,ase_b1,MACE-OFF-Small,0.0,,0.0,,0.147961856,0.742391808,32,,ase,runs/direct_backend_frontier/nve/mace_h46_r32.json,1.0,,passed,,nve,54.85707137072401,True,,583.3340934980661,MD-NVE-H46-R32-v1
16,,,H46,1.0183968064982606e-08,5.251639079828507e-06,0.018130381493443922,native_batch,MACE-OFF-Small,0.0372589713470657,1275,1.8026293758153904,matscipy,1.206705152,1.54140672,32,2.4308730603037814e-08,matscipy,runs/direct_backend_frontier/nve/mace_h46_r32.json,12.057069837542045,1.0,passed,,nve,661.4155405998476,True,1.017506039421191e-08,48.381082747131586,MD-NVE-H46-R32-v1
32,,,H46,1.0182702681049705e-08,5.251641139292218e-06,0.03808613472908492,native_batch,MACE-OFF-Small,0.04863363026304851,865,1.7432395206689864,matscipy,2.33634816,3.238002688,32,2.4308726026426056e-08,matscipy,runs/direct_backend_frontier/nve/mace_h46_r32.json,16.274100194864996,1.0,passed,,nve,892.7494758840226,True,1.0175060005606319e-08,35.84432235965505,MD-NVE-H46-R32-v1
16,,,H46,1.0183968064982606e-08,5.251637260617059e-06,0.018944398621720995,native_batch,MACE-OFF-Small,0.03515299929973406,1275,1.82967459076643,matscipy,1.208603648,1.610612736,32,2.430872879325107e-08,auto,runs/direct_backend_frontier/nve/mace_h46_r32.json,11.20742621870199,0.9295315005811343,passed,,nve,614.8065799614585,True,1.0175058664283472e-08,52.04888991592452,MD-NVE-H46-R32-v1
32,,,H46,1.0183968064982606e-08,5.2516398980628765e-06,0.03808613472908492,native_batch,MACE-OFF-Small,0.046623932272351405,865,1.8182955179810538,matscipy,2.33634816,3.238002688,32,2.430872737165434e-08,auto,runs/direct_backend_frontier/nve/mace_h46_r32.json,14.957595725476963,0.9191043158377854,passed,,nve,820.5298962469261,True,1.0175059462401079e-08,38.999188385903835,MD-NVE-H46-R32-v1
1,,,MIX,,,,ase_b1,MACE-OFF-Small,0.0,,0.0,,0.510041088,0.740294656,32,,ase,runs/direct_backend_frontier/nve/mace_mix_r32.json,1.0,,passed,,nve,50.28250467147243,True,,636.4042564919218,MD-NVE-MIX-R32-v1
16,,,MIX,1.130841986235717e-08,5.694418395485457e-06,0.06243264702028105,native_batch,MACE-OFF-Small,0.08270951698565941,1382,6.794701947689058,matscipy,4.010018816,5.307891712,32,2.4224577047547246e-08,matscipy,runs/direct_backend_frontier/nve/mace_mix_r32.json,7.746725179014923,1.0,passed,,nve,389.52474500243096,True,1.0116494532708263e-08,82.15139194764197,MD-NVE-MIX-R32-v1
32,,,MIX,1.130889438133201e-08,5.694421642665759e-06,0.1293300546532333,native_batch,MACE-OFF-Small,0.08795913165158685,901,6.815932089984413,matscipy,7.904497152,10.995367936,32,2.4224577424954217e-08,matscipy,runs/direct_backend_frontier/nve/mace_mix_r32.json,8.212752862174014,1.0,passed,,nve,412.95778415791347,True,1.0116495305614485e-08,77.48976100608706,MD-NVE-MIX-R32-v1
16,,,MIX,1.1309685246290072e-08,5.6944175828022026e-06,0.060015262821155185,native_batch,MACE-OFF-Small,0.0814952940782685,1382,6.708200348556041,"cuda_dense,matscipy",4.015753216,5.102370816,32,2.4224575389251397e-08,auto,runs/direct_backend_frontier/nve/mace_mix_r32.json,7.731425619485984,0.9980250287475818,passed,,nve,388.75544482894566,True,1.011649511520842e-08,82.31395965162665,MD-NVE-MIX-R32-v1
32,,,MIX,1.130889438133201e-08,5.694416258528179e-06,0.13016873896721576,native_batch,MACE-OFF-Small,0.07748075879609982,901,5.940610807776447,"cuda_dense,matscipy",7.904193024,11.066671104,32,2.4224578851582273e-08,auto,runs/direct_backend_frontier/nve/mace_mix_r32.json,8.300339188945806,1.0106646733734304,passed,,nve,417.3618440429732,True,1.0116496287172115e-08,76.67207833379507,MD-NVE-MIX-R32-v1
1,0.0,True,H276,0.0,0.0,0.0067896428654019595,ase,AtomBit,0.0,2367,0.0,,0.577241088,,32,0.0,ase,runs/direct_backend_frontier/optimization/atombit_bfgs_h276_ase.json,1.0,,passed,0,variable_bfgs,0.106013202708218,True,,301.8491959730163,BFGS-H276-R32
16,0.12191559590977206,True,H276,0.004498537035955899,0.014337208122015,0.07419496206456636,active,AtomBit,0.08077699274260496,300,3.0824488368034366,"cuda_dense,matscipy",6.30789888,,32,0.36732657621383136,auto,runs/direct_backend_frontier/optimization/atombit_bfgs_h276_auto.json,7.9100973295500365,1.2960814097186009,passed,78,variable_bfgs,0.8385747516393219,True,,38.15998506685719,BFGS-H276-R32
32,0.12191559590977206,True,H276,0.004498537035955899,0.014337208122015,0.14538994629105736,active,AtomBit,0.040862681456838704,182,1.4125422413349142,"cuda_dense,matscipy",12.360745984,,32,0.44389447690813794,auto,runs/direct_backend_frontier/optimization/atombit_bfgs_h276_auto.json,8.732034470977469,1.3774035059893874,passed,78,variable_bfgs,0.9257109404268816,True,,34.56802615430206,BFGS-H276-R32
16,0.12191559590977206,True,H276,0.004498537035955899,0.014337208122015,0.07419586540388662,active,AtomBit,0.2832986564288308,300,14.011511652231228,matscipy,6.30797568,,32,0.36732657621383136,matscipy,runs/direct_backend_frontier/optimization/atombit_bfgs_h276_matscipy.json,6.1030867893301854,1.0,passed,78,variable_bfgs,0.6470077769431083,True,,49.458447240293026,BFGS-H276-R32
32,0.12191559590977206,True,H276,0.004498537035955899,0.014337208122015,0.14544951850809779,active,AtomBit,0.29730509841710007,182,14.155920757532119,matscipy,12.365810688,,32,0.44389447690813794,matscipy,runs/direct_backend_frontier/optimization/atombit_bfgs_h276_matscipy.json,6.339489069838876,1.0,passed,78,variable_bfgs,0.6720695398273612,True,,47.6141204200685,BFGS-H276-R32
1,0.0,True,H46,0.0,0.0,0.0018794757452188057,ase,AtomBit,0.0,3862,0.0,,0.159789056,,32,0.0,ase,runs/direct_backend_frontier/optimization/atombit_bfgs_h46_ase.json,1.0,,passed,0,variable_bfgs,0.2466401093154112,True,,129.7436985769309,BFGS-H46-R32
16,0.3545827235348112,True,H46,0.00804299893586532,0.007440630346536636,0.014425052225057236,active,AtomBit,0.10681540041043833,545,3.0365770552158353,"cuda_dense,matscipy",1.226387456,,32,0.35709187003417486,auto,runs/direct_backend_frontier/optimization/atombit_bfgs_h46_auto.json,4.563897066409547,1.106564525679472,passed,73,variable_bfgs,1.1256400713635353,True,,28.428270114120096,BFGS-H46-R32
32,0.35499936006384886,True,H46,0.008077890976615574,0.007433280348777771,0.027824350607429448,active,AtomBit,0.09825660138075719,268,1.8323749128580094,"cuda_dense,matscipy",2.365567488,,32,0.35746967055941303,auto,runs/direct_backend_frontier/optimization/atombit_bfgs_h46_auto.json,6.957186972645739,1.2142969952685825,passed,73,variable_bfgs,1.7159213554611,True,,18.648873328696936,BFGS-H46-R32
16,0.3545827235348112,True,H46,0.00804299893586532,0.007440630346536636,0.014425052225057236,active,AtomBit,0.1796073032298134,545,5.650035399079335,matscipy,1.226387456,,32,0.35709187003417486,matscipy,runs/direct_backend_frontier/optimization/atombit_bfgs_h46_matscipy.json,4.124384037710899,1.0,passed,73,variable_bfgs,1.0172385299197533,True,,31.457715234719217,BFGS-H46-R32
32,0.35499936006384886,True,H46,0.008077890976615574,0.007433280348777771,0.02781471498801329,active,AtomBit,0.2472184192797701,268,5.59832806324959,matscipy,2.364748288,,32,0.35746967055941303,matscipy,runs/direct_backend_frontier/optimization/atombit_bfgs_h46_matscipy.json,5.729394867774439,1.0,passed,73,variable_bfgs,1.4130985764990436,True,,22.6452708481811,BFGS-H46-R32
1,0.0,True,H276,0.0,0.0,0.006373293772691884,ase,AtomBit,0.0,2174,0.0,,0.541843968,,32,0.0,ase,runs/direct_backend_frontier/optimization/atombit_fire_h276_ase.json,1.0,,passed,0,variable_fire,0.4429861759320898,True,,72.23701717704535,FIRE-H276-R32
16,4.214453440886711e-06,True,H276,9.674956833106885e-07,0.0006329268217086792,0.07311812739445142,active,AtomBit,0.11252069056971377,234,1.6590886383056638,"cuda_dense,matscipy",6.216348672,,32,4.553652685524721e-05,auto,runs/direct_backend_frontier/optimization/atombit_fire_h276_auto.json,4.899171068857576,1.4928189356336898,passed,0,variable_fire,2.1702650570303463,True,,14.744742766022682,FIRE-H276-R32
32,4.214453440886711e-06,True,H276,9.674956833106885e-07,0.0006329268217086792,0.14329721622137256,active,AtomBit,0.09164658920568096,126,1.0397586588859562,"cuda_dense,matscipy",12.182826496,,32,4.553652685524721e-05,auto,runs/direct_backend_frontier/optimization/atombit_fire_h276_auto.json,6.367127777287908,1.70108124876857,passed,0,variable_fire,2.8205495857317566,True,,11.345306660048664,FIRE-H276-R32
16,4.214453440886711e-06,True,H276,9.674956833106885e-07,0.0006329268217086792,0.07312513730757668,active,AtomBit,0.39427455003412104,234,8.678468277931213,matscipy,6.21694464,,32,4.553652685524721e-05,matscipy,runs/direct_backend_frontier/optimization/atombit_fire_h276_matscipy.json,3.2818253787609653,1.0,passed,0,variable_fire,1.4538032746142022,True,,22.011231202166528,FIRE-H276-R32
32,4.214453440886711e-06,True,H276,9.674956833106885e-07,0.0006329268217086792,0.14331478316002066,active,AtomBit,0.4518851779405334,126,8.721062382221223,matscipy,12.18432,,32,4.553652685524721e-05,matscipy,runs/direct_backend_frontier/optimization/atombit_fire_h276_matscipy.json,3.7429886326106625,1.0,passed,0,variable_fire,1.6580922209174789,True,,19.299288420937955,FIRE-H276-R32
1,0.0,True,H46,0.0,0.0,0.0018219089414693935,ase,AtomBit,0.0,4829,0.0,,0.154894848,,32,0.0,ase,runs/direct_backend_frontier/optimization/atombit_fire_h46_ase.json,1.0,,passed,0,variable_fire,0.21308270171089547,True,,150.17643263889477,FIRE-H46-R32
16,0.0021618311014143057,True,H46,0.00011360126992930536,0.011899720877408981,0.014391851493906434,active,AtomBit,0.11797350775557472,1004,4.896376452922823,"cuda_dense,matscipy",1.2235648,,32,0.003376788896250015,auto,runs/direct_backend_frontier/optimization/atombit_fire_h46_auto.json,3.6183575162104575,1.0253345052697014,passed,16,variable_fire,0.7710093953100495,True,,41.50403379602358,FIRE-H46-R32
32,0.0036463089376332493,False,H46,0.00028324127197265625,0.007903270423412323,0.027562141314067232,active,AtomBit,0.14307838561419153,502,3.268089373230935,"cuda_dense,matscipy",2.343275008,,32,0.008329293250253157,auto,runs/direct_backend_frontier/optimization/atombit_fire_h46_auto.json,6.574790063965945,1.1313756523843548,passed,17,variable_fire,1.4009740300118148,False,,22.84125138260424,FIRE-H46-R32
16,0.0021618311014143057,True,H46,0.00011360126992930536,0.011899720877408981,0.014391851493906434,active,AtomBit,0.16435106068464853,1004,6.994044514536858,matscipy,1.2235648,,32,0.003376788896250015,matscipy,runs/direct_backend_frontier/optimization/atombit_fire_h46_matscipy.json,3.5289532319588663,1.0,passed,16,variable_fire,0.7519588888771915,True,,42.5555179589428,FIRE-H46-R32
32,0.0036463089376332493,False,H46,0.00028324127197265625,0.007903270423412323,0.027557516216747478,active,AtomBit,0.26585492860360505,502,6.870232551813127,matscipy,2.342881792,,32,0.008329293250253157,matscipy,runs/direct_backend_frontier/optimization/atombit_fire_h46_matscipy.json,5.811323630758437,1.0,passed,17,variable_fire,1.2382925397583782,False,,25.84203568426892,FIRE-H46-R32
1,0.0,True,H276,0.0,0.0,0.00601329498677993,ase,MACE-OFF-Small,0.0,2975,0.0,,0.511237632,,32,0.0,ase,runs/direct_backend_frontier/optimization/mace_bfgs_h276_ase.json,1.0,,passed,0,variable_bfgs,0.08708944161592437,True,,367.4383416203782,BFGS-H276-R32
16,0.18689770350471224,True,H276,0.006067198766159245,0.017157789487775094,0.08070965252992823,active,MACE-OFF-Small,0.05946251331744136,473,2.8672193315029144,"cuda_dense,matscipy",6.861764096,,32,0.5844231895624665,auto,runs/direct_backend_frontier/optimization/mace_bfgs_h276_auto.json,7.620207858492564,1.0600533676321624,passed,101,variable_bfgs,0.6636396473933962,True,,48.218939488753676,BFGS-H276-R32
32,0.029813230791059228,True,H276,0.00041609141761369574,0.009183735651013242,0.16037988068212478,active,MACE-OFF-Small,0.04288206865592487,254,1.765519513726235,"cuda_dense,matscipy",13.635158528,,32,0.07521210138491817,auto,runs/direct_backend_frontier/optimization/mace_bfgs_h276_auto.json,8.924577762909662,1.1064147014497463,passed,17,variable_bfgs,0.7772364940296979,True,,41.17150988895446,BFGS-H276-R32
16,0.18689770350471224,True,H276,0.006067198766159245,0.017157789487775094,0.08071023668935534,active,MACE-OFF-Small,0.10980950307773835,473,5.612874227404594,matscipy,6.86181376,,32,0.5844231895624665,matscipy,runs/direct_backend_frontier/optimization/mace_bfgs_h276_matscipy.json,7.18851341938925,1.0,passed,101,variable_bfgs,0.6260436197431889,True,,51.11464918870479,BFGS-H276-R32
32,0.029813230791059228,True,H276,0.00041609141761369574,0.009183735651013242,0.1603519012522451,active,MACE-OFF-Small,0.12832829086867212,254,5.84570832562447,matscipy,13.632779776,,32,0.07521210138491817,matscipy,runs/direct_backend_frontier/optimization/mace_bfgs_h276_matscipy.json,8.066214007474501,1.0,passed,17,variable_bfgs,0.7024820738655019,True,,45.552763822022825,BFGS-H276-R32
1,0.0,True,H46,0.0,0.0,0.0017407047588397172,ase,MACE-OFF-Small,0.0,4675,0.0,,0.14799104,,32,0.0,ase,runs/direct_backend_frontier/optimization/mace_bfgs_h46_ase.json,1.0,,passed,0,variable_bfgs,0.1849532917692263,True,,173.01665568584576,BFGS-H46-R32
16,4.925457929030766e-06,True,H46,1.3320538488662114e-08,2.4027461273619377e-05,0.014126022821001026,active,MACE-OFF-Small,0.08745131554099632,496,2.6726739560365695,"cuda_dense,matscipy",1.200964608,,32,8.634162646301206e-06,auto,runs/direct_backend_frontier/optimization/mace_bfgs_h46_auto.json,5.6611971378164565,0.9976911733180109,passed,0,variable_bfgs,1.047057045993676,True,,30.561849636025727,BFGS-H46-R32
32,4.8419665242797035e-06,True,H46,1.3101152549295322e-08,2.4045857660748293e-05,0.027408465228903774,active,MACE-OFF-Small,0.09403019013963629,264,1.8473751674890522,"cuda_dense,matscipy",2.330209792,,32,8.488558358418792e-06,auto,runs/direct_backend_frontier/optimization/mace_bfgs_h46_auto.json,8.806434836718392,1.0439258218817642,passed,0,variable_bfgs,1.6287791118022554,True,,19.64661737624556,BFGS-H46-R32
16,4.925457929030766e-06,True,H46,1.3320538488662114e-08,2.4027461273619377e-05,0.014126022821001026,active,MACE-OFF-Small,0.0886847702962099,496,2.7041128388047224,matscipy,1.200964608,,32,8.634162646301206e-06,matscipy,runs/direct_backend_frontier/optimization/mace_bfgs_h46_matscipy.json,5.674298108691364,1.0,passed,0,variable_bfgs,1.0494801136823628,True,,30.491287622135133,BFGS-H46-R32
32,4.8419665242797035e-06,True,H46,1.3101152549295322e-08,2.4045857660748293e-05,0.027408465228903774,active,MACE-OFF-Small,0.1286168630775054,264,2.63788185441494,matscipy,2.330209792,,32,8.488558358418792e-06,matscipy,runs/direct_backend_frontier/optimization/mace_bfgs_h46_matscipy.json,8.435881795551385,1.0,passed,0,variable_bfgs,1.56024410706332,True,,20.509611191693693,BFGS-H46-R32
